,name,id,type,price,material,description,colors,sizes,details
97,Detachable Sleeve Nylon Puffer Jacket,80969111,Outerwear,1790,"Outer: 100% polyamide, Trim: 88% cotton, 11% polyamide, 1% elastane, Lining: 100% polyamide, Hood and collar lining: 100% wool, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon Filled With Goose Down And Insulating Fibres, Appliquéd With Our B Shield Motif. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit And Features A Burberry Check Wool Lining At The Detachable Hood And Collar. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/charcoal/Navy/charcoal/Flax/Loch/linden,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Detachable drawcord hood|Detachable sleeves|Side zip pockets|Drawcord hem|Storm cuffs|Burberry Check lining at hood and collar|Appliquéd B shield at sleeve|Relaxed fit: a looser cut than our regular fit.
98,Detachable Sleeve Nylon Puffer Jacket,80999181,Outerwear,1790,"Outer: 100% polyamide, Trim: 88% cotton, 11% polyamide, 1% elastane, Lining: 100% polyamide, Hood and collar lining: 100% wool, Filling: 90% goose down; 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon Filled With Goose Down And Insulating Fibres, Appliquéd With Our B Shield Motif. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit And Features A Burberry Check Wool Lining At The Detachable Hood And Collar.",Loch/linden/Black/charcoal/Navy/charcoal/Flax,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Detachable drawcord hood|Detachable sleeves|Side zip pockets|Drawcord hem|Storm cuffs|Burberry Check lining at hood and collar|Appliquéd B shield at sleeve|Relaxed fit: a looser cut than our regular fit.
99,Detachable Sleeve Nylon Puffer Jacket,80979431,Outerwear,1790,"Outer: 100% polyamide, Trim: 88% cotton, 11% polyamide, 1% elastane, Lining: 100% polyamide, Hood and collar lining: 100% wool, Filling: 90% goose down; 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon Filled With Goose Down And Insulating Fibres, Appliquéd With Our B Shield Motif. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit And Features A Burberry Check Wool Lining At The Detachable Hood And Collar. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Navy/charcoal/Black/charcoal/Flax/Loch/linden,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Detachable drawcord hood|Detachable sleeves|Side zip pockets|Drawcord hem|Storm cuffs|Burberry Check lining at hood and collar|Appliquéd B shield at sleeve|Relaxed fit: a looser cut than our regular fit.
100,Detachable Sleeve Nylon Puffer Jacket,80979441,Outerwear,1790,"Outer: 100% polyamide, Trims: 88% cotton, 11% polyamide, 1% elastane, Lining: 100% polyamide, Hood and collar lining: 100% wool, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon Filled With Goose Down And Insulating Fibres, Appliquéd With Our B Shield Motif. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit And Features A Burberry Check Wool Lining At The Detachable Hood And Collar. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Flax/Black/charcoal/Navy/charcoal/Loch/linden,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Detachable drawcord hood|Detachable sleeves|Side zip pockets|Drawcord hem|Storm cuffs|Burberry Check lining at hood and collar|Appliquéd B shield at sleeve|Relaxed fit: a looser cut than our regular fit.
101,Wool Blend Duffle Coat,80345171,Outerwear,2050,"Outer: 80% wool, 20% polyamide, Trim: 100% cotton, Pocket lining: 65% polyester, 35% cotton, Buttons: tagua nut (100% corozo)","A Duffle Coat In A Wool Blend, Woven With A Burberry Check Interior. The Hooded Style Is Cut To A Regular Fit.",Black,34/36/38/40/42/44/46/48/50,Single-breasted toggle closure|Throat latch|Side patch pockets|Button-tab cuffs|Woven Burberry Check interior
102,Mid-length Wool Car Coat,80939001,Outerwear,2890,"100% wool*, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% wool, all of which is organically farmed","A Car Coat Made In Italy From Double-Faced Wool, Woven With A Check Inner. The Design Is Cut To A Slim Fit With Set-In Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/snug/Flax/sand/Charcoal,34/36/38/40/42/44/46/48/50,Button closure|Side welt pockets|Back vent|Comes with a garment bag
103,Mid-length Wool Car Coat,80955411,Outerwear,2890,"100% wool*, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% wool, all of which is organically farmed","A Car Coat Made In Italy From Double-Faced Wool, Woven With A Burberry Check Inner. The Design Is Cut To A Slim Fit With Set-In Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Flax/sand/Black/snug/Charcoal,34/36/38/40/42/44/46/48/50,Button closure|Side welt pockets|Back vent|Comes with a garment bag
104,EKD Nylon Padded Jacket,81039181,Outerwear,2350,"Outer: 100% polyamide, Lining: 100% polyamide, Hood lining: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Padded Jacket In Water-Repellent Nylon, Embroidered With Our Equestrian Knight Design And Filled With Goose Down And Feathers. The Style Is Cut To A Relaxed Fit And Features A Packaway Hood Concealed Within The Funnel Neck.",Black/Lichen,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Packaway drawcord hood|Side zip pockets|Drawcord hem|Elasticated cuffs|Relaxed fit: a looser cut than our regular fit.
105,EKD Nylon Padded Jacket,81039191,Outerwear,2350,"Outer: 100% polyamide, Lining: 100% polyamide, Hood lining: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Padded Jacket In Water-Repellent Nylon, Embroidered With Our Equestrian Knight Design And Filled With Goose Down And Feathers. The Style Is Cut To A Relaxed Fit And Features A Packaway Hood Concealed Within The Funnel Neck.",Lichen/Black,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Packaway drawcord hood|Side zip pockets|Drawcord hem|Elasticated cuffs|Relaxed fit: a looser cut than our regular fit.
106,EKD Nylon Puffer Jacket,80955861,Outerwear,2690,"Outer: 100% polyamide, Lining: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Ripstop Nylon, Filled With Goose Down And Feathers. The Design Is Woven With A Fil Coupé Equestrian Knight Design And Is Cut To An Oversized Fit.",Charcoal,XS/M/L/XL/XXL/XXXL,"Two-way zip closure|Detachable drawcord hood|Side zip pockets|Drawcord hem|Elasticated cuffs|Oversized fit: our loosest cut, designed for exaggerated proportions. Consider taking a size down."
107,Reversible Paisley Nylon Puffer Jacket,80984841,Outerwear,2350,"Outer: 100% polyamide, Reverse: 74% polyamide, 26% cotton, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Nylon, Filled With Goose Down And Feathers. The Reversible Design Switches From A Paisley Pattern With Burberry Lettering To A Solid Colour Embroidered With A B Shield Motif. The Lightweight Style Is Cut To A Relaxed Fit.",Olive,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Packaway drawcord hood|Side zip pockets; reverse press-stud welt pockets|Elasticated cuffs|Embroidered B shield at front|Relaxed fit: a looser cut than our regular fit.
108,Long Check Cotton Trench Coat,80984751,Outerwear,4190,"Outer: 100% cotton, Lining: 100% viscose, Sleeve lining: 100% viscose, Buttons: buffalo horn",A Trench Coat Made In Italy From A Washed Cotton Canvas Woven With The Burberry Check. The Design Is Partially Lined And Tailored To A Regular Fit With B-Cut Zip Pulls At The Gun Flap.,Tor,32/34/36/38/40/42/44/46/48,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|Belted cuffs|Back vent|Comes with a garment bag
109,Long Cotton and Leather Trench Coat,80986211,Outerwear,5900,"Outer: 100% cotton, Trim: 100% calf leather, Linings: 100% cotton; 100% viscose, Pocket lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn",A Trench Coat Made In Italy From Cotton Moleskin With Smooth Calf Leather Panels. The Design Is Lined In Burberry Check Cotton Flannel And Tailored To A Regular Fit With A Zip Closure At The Gun Flap.,Bramble,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|Belted cuffs|Back vent|Burberry Check lining|Comes with a garment bag
110,Long Leather Trench Coat,80982801,Outerwear,8500,"100% calf leather, Sleeve lining: 100% viscose, Buttons: buffalo horn","Inspired By Our Heritage Styles, A Trench Coat In Smooth Calf Leather With Studs At The Epaulettes, Throat Latch And Cuffs. Tailored In Italy To A Regular Fit, The Belted Style Is Partially Lined And Features B-Cut Zip Pulls At The Gun Flap.",Berry,34/36/38/40/42/44/46/48,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|Belted cuffs|Comes with a garment bag
111,Long Cotton Nylon Trench Coat,80986191,Outerwear,3350,"Outer: 75% cotton, 25% polyamide, Linings: 100% cotton; 100% viscose, Buttons: buffalo horn",A Trench Coat Made From A Cotton Nylon Moleskin Woven In Italy. The Design Is Lined In Burberry Check Cotton Flannel And Tailored To A Regular Fit With B-Cut Zip Pulls At The Gun Flap.,Black,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|Belted cuffs|Back vent|Comes with a garment bag
112,Paisley Nylon Bomber Jacket,80993141,Outerwear,4190,"Outer: 100% polyamide, Trims: 100% leather; 90% cotton, 8% polyamide, 2% elastane; 100% shearling*, Lining: 100% polyester, Filling: 100% polyester fibres, *100% real farmed dyed lamb shearling, ovis aries, country of origin: China","A Bomber Jacket Made In Italy From Waxed Nylon, Printed With A Subtle Paisley Pattern And Cut To A Regular Fit. The Padded Design Features An Exaggerated Shearling-Lined Hood And Leather B Shield Appliqué. Use The Zips At The Sleeves And Hood To Adjust The Silhouette.",Shadow,34/36/38/40/42/44/46/48,"Two-way zip closure|Drawcord hood|Side press-stud welt pockets, sleeve zip pocket|Rib-knit trims|Appliquéd B shield at sleeve|Comes with a garment bag"
113,Wool Jacket,80986001,Outerwear,5900,"Outer: 100% wool, Trim: 100% calf leather, Lining: 100% viscose, Pocket lining: 100% cotton, Buttons: buffalo horn","A Jacket Made In Italy From Herringbone Wool, Finished With Tonal Shoulder Patches In Supple Calf Leather. The Workwear-Inspired Style Is Cut To A Regular Fit.",Black,34/36/38/40/42/44/46/48/50,Button closure|Throat latch|Side patch pockets|Side button tab waist adjustors|Comes with a garment bag
114,Wool Pea Coat,81040371,Outerwear,3150,"Outer: 100% wool, Lining: 100% cupro, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Wool Pea Coat Made At The Burberry Mill In England, Tailored To A Regular Fit With Set-In Sleeves. The Fully Lined Design Features A Burberry Check Undercollar And Our B Shield Motif Engraved At The Buttons.",Navy,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Throat latch|Side welt pockets|Burberry Check undercollar|Comes with a garment bag
115,Wool Blend Pea Coat,80969201,Outerwear,1790,"Outer: 80% wool, 20% polyamide, Undercollar: 70% wool, 20% polyamide, 10% cashmere, Lining: 100% cupro, Sleeve lining: 100% viscose, Buttons: buffalo horn",A Pea Coat In Italian-Woven Wool Blend. The Double-Breasted Design Is Tailored To A Slim Fit With Broad Lapels And Burberry Check Lining At The Collar.,Black,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Side flap pockets|Back button vent|Burberry Check undercollar|Comes with a garment bag
116,Reversible Check Puffer Jacket,80792961,Outerwear,2350,"Outer: 100% polyamide, Panel: 100% polyester, Reverse: 100% polyester, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Nylon, Filled With Goose Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour Appliquéd With The Equestrian Knight Design. The Style Is Cut To A Relaxed Fit.",Archive beige,XXS/M/L/XL/XXL/XXXL,Two-way zip and press-stud closure|Side press-stud welt pockets|Elasticated cuffs|Drawcord hem|Appliquéd Equestrian Knight Design at reverse|Relaxed fit: a looser cut than our regular fit.
117,Wool Tailored Coat,80926731,Outerwear,2890,"Outer: 100% wool, Lining: 100% viscose, Buttons: buffalo horn","A Single-Breasted Coat Woven In Italy From Wool Twill. Tailored To A Slim Fit, The Formal Style Is Fully Lined With Notched Lapels. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Navy/Black,34/36/38/40/42/44/46/48/50,"Single-breasted button closure|Chest welt pocket, front jet pockets|Back vent|Comes with a garment bag"
118,Knot Nylon Jacket,81066151,Outerwear,2150,"Outer: 100% polyamide, Lining: 100% polyamide","A Lightweight Jacket Made In Italy From Nylon Lined With Mesh, Cut To An Oversized Fit. The Style Is Printed With A Design Inspired By Nautical Knots With A Packaway Hood Concealed At The Funnel Neck.",Magnet,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Packaway drawcord hood|Side zip pockets|Drawcord hem|Elasticated drawcord cuffs|Printed Burberry lettering at chest|Comes with a garment bag
119,Puffer Jacket,81009161,Outerwear,1650,"Outer: 100% polyester, Trim: 87% polyester, 10% polyamide, 3% elastane, Lining: 100% polyamide","A Lightweight Puffer Jacket Filled With Goose Down And Feathers. The Style Is Cut To A Regular Fit And Appliquéd With An Enamelled B Shield, A Motif Inspired By The Equestrian Knight Design.",Mire/Black/Indigo,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Rib-knit collar and cuffs|Side zip pockets|Drawcord hem|Appliquéd B shield at chest|Regular fit. Fits true to size, take your normal size."
120,Long Silk Car Coat,81072331,Outerwear,4190,100% silk,"A Car Coat Made From Italian-Woven Silk, Unlined For A Lighter Feel And Topped With A Tab Collar. Cut To An Oversized Fit With Raglan Sleeves, The Design Features A Detachable Button Panel And B Buckle Belt To Adjust The Silhouette.",Castle,32/34/36/38/40/42/44/46/48/50,Single-breasted button and two-way zip closure|B buckle belt|Side welt pockets|Belted zip cuffs|Back vent|Comes with a garment bag
121,Cotton Field Jacket,81012601,Outerwear,2150,"100% cotton, Trim: 100% cotton","A Field Jacket Made In Italy From Double-Faced Cotton Twill, Garment-Dyed To Create Unique Variations In Colour And Finish. The Unlined Style Is Cut To A Relaxed Fit With A Corduroy Collar And Is Embroidered With Our Logo And An Archival Duck Graphic.",Heron,XXS/M/L/XL/XXL/XXXL,Press-stud closure|Press-stud flap patch pockets|Press-stud cuffs|Unlined|Embroidered Burberry lettering at chest|Comes with a garment bag
122,Detachable Warmer Cotton Parka,80993471,Outerwear,4990,"Outer: 100% cotton, Panels: 68% polyamide, 32% cotton, Trim: 100% leather, Warmer: 65% wool, 30% polyester, 5% acrylic, Warmer panels: 68% polyamide, 32% cotton, Buttons: buffalo horn","A Parka Made In Italy From Heavyweight Cotton Canvas With A Shield-Shaped Throat Latch And An Appliquéd Leather B Shield. Cut To An Oversized Fit, The Design Features Zip Closures That Reveal Contrasting Panels In A Washed Nylon Cotton Twill. The Detachable Fleece Warmer Is Jacquard-Woven With The Burberry Check And Detailed With Our Equestrian Knight Design Label.",Mink,XXS/M/L/XL/XXL/XXXL,"Parka: press-stud and zip closure, packaway drawcord hood, press-stud throat latch, drawcord waist, side press-stud welt pockets, press-stud tab cuffs, appliquéd B shield at sleeve|Warmer: press-stud closure, Equestrian Knight Design label at back|Comes with a garment bag"
123,B Shield Leather Hoodie,80981621,Outerwear,5900,100% lambskin,"A Hoodie Made In Italy From Soft Nappa Leather, Appliquéd With A Debossed B Shield – A Motif Inspired By Our Equestrian Knight Design. The Style Is Cut To A Relaxed Fit.",Bramble/Black,34/36/38/40/42/44/46/48/50,Drawcord hood|Pouch pockets|Elasticated hem and cuffs
124,Check Cotton Jacket,80975821,Outerwear,1990,"Outer: 100% cotton, Lining: 100% cotton","A Jacket Made In Italy From Cotton Canvas, Woven With The Burberry Check. The Style Is Cut To A Regular Fit With Button Sides To Adjust The Silhouette And Finished With A Suede Patch Featuring Our B Shield Motif.",Sand,34/36/38/40/42/44/46/48/50,"Button closure|Point collar|Chest button flap pockets, side welt pockets|Button side adjusters|Single-button cuffs|Suede patch with B shield motif at back|Comes with a garment bag|Regular fit. Fits true to size, take your normal size."
125,Check Nylon Hooded Jacket,81051131,Outerwear,2150,"Outer: 100% polyamide, Lining: 100% polyamide",A Hooded Jacket Made From Italian-Woven Check Nylon. The Design Is Cut To An Oversized Fit And Is Appliquéd With Our Equestrian Knight Design.,Black,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Comes with a garment bag
126,EKD Cotton Jacket,80954961,Outerwear,1790,100% cotton*,"A Jacket Made In Italy From Heavy Cotton Twill, Embroidered With A Tonal Equestrian Knight Design At The Back. The Style Is Cut To An Oversized Fit With Button Sides To Adjust The Silhouette.",Black,34/36/38/40/42/44/46/48/50,"Button closure|Point collar|Chest button flap pocket|Button side adjusters|Single-button cuffs|Comes with a garment bag|Oversized fit: our loosest cut, designed for exaggerated proportions. We recommend sizing down.|Machine wash"
127,Mid-length Lightweight Camden Car Coat,80188101,Outerwear,2150,"Outer: 100% cotton, Lining: 100% cotton, Sleeve lining: 100% viscose, Buckle: 100% leather","A Car Coat Made In England From Lightweight Tropical Gabardine. Inside And At The Collar Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. The Design Is Cut To A Regular Fit With Raglan Sleeves.",Black/Honey,32/34/36/38/40/42/44/46/48/50,Single-breasted button closure|Hook-and-eye collar closure|Throat latch|Side button welt pockets|Button-tab cuffs|Back button vent|Burberry Check lining and undercollar
128,Mid-length Wool Car Coat,80955421,Outerwear,2890,"100% wool*, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% wool, all of which is organically farmed","A Car Coat Made In Italy From Double-Faced Wool, Woven With A Burberry Check Inner. The Design Is Cut To A Slim Fit With Set-In Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Charcoal/Black/snug/Flax/sand,34/36/38/40/42/44/46/48/50,Button closure|Side welt pockets|Back vent|Comes with a garment bag
129,B Snake Satin Bomber Jacket,81015441,Outerwear,2150,"100% acetate, Trims: 90% polyester, 5% elastane, 5% polyamide; 80% viscose, 20% polyester","A Colour-Block Satin Bomber Jacket With Striped Rib-Knit Trims, Cut To A Regular Fit. The Design Is Embroidered With A B Motif Celebrating The Year Of The Snake.",Peat,XS/M/L/XL/XXL,Two-way zip closure|Side welt pockets|Rib-knit trims|Knitted Burberry lettering at hem|Comes with a garment bag
130,Check Wool Overshirt,81028891,Outerwear,2150,"Outer: 100% wool, Lining: 100% polyamide, Filling: 100% polyester fibres",A Lightly Padded Overshirt Made From Burberry Check Wool Flannel – Created As Part Of Our Year Of The Snake Capsule. The Style Is Cut To A Regular Fit With A Quilted Nylon Lining.,Geranium,XS/M/L/XL/XXL/XXXL,Press-stud closure|Point collar|Chest press-stud patch pocket|Single press-stud cuffs|Straight hem|Quilted nylon lining
131,Suede Harrington Jacket,81028561,Outerwear,4990,"Outer: 100% calf suede, Trim: 88% wool, 6% elastane, 6% polyamide, Lining: 100% cupro",A Harrington Jacket Made In Italy From Supple Calf Suede. The Style Is Cut To A Regular Fit With Our Logo Jacquard-Knitted At The Hem.,Tan,32/34/36/38/40/42/44/46/48/50,Two-way zip closure|Side welt pockets|Rib-knit trims|Knitted Burberry lettering at hem|Comes with a garment bag
132,Nylon Bomber Jacket,80984901,Outerwear,2150,"Outer: 100% polyamide, Trim: 90% cotton, 8% polyamide, 2% elastane, Lining: 100% polyester","A Hooded Bomber Jacket In A Shiny, Washed Nylon Filled With Goose Down And Feathers. The Style Is Cut To An Oversized Fit And Embroidered With Our B Shield, A Motif Inspired By The Equestrian Knight Design.",Black,XS/M/L/XL/XXL/XXXL,"Two-way zip closure|Drawcord hood|Side press-stud welt pockets, sleeve zip pocket|Rib-knit trims|Embroidered B shield at sleeve|Oversized fit: our loosest cut, designed for exaggerated proportions. Consider taking a size down."
133,EKD Satin Bomber Jacket,81010891,Outerwear,2490,"100% acetate, Trims: 90% polyester, 5% elastane, 5% polyamide; 61% viscose, 39% polyester",A Colour-Block Satin Bomber Jacket With Striped Rib-Knit Trims Cut To A Regular Fit. The Design Is Embroidered At The Chest With Our B Motif Surrounded By Daises And At The Back With The Equestrian Knight Design.,Flood,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Side welt pockets|Rib-knit trims|Jacquard-knitted Burberry lettering at hem|Comes with a garment bag
134,Bonded Cotton Parka,81015371,Outerwear,2590,100% cotton bonded to 100% polyamide,"A Fishtail Parka Made In Italy From Stonewashed Cotton Bonded To Nylon, Cut To An Oversized Fit. The Sleeve Is Appliquéd With A Tonal B Motif Celebrating The Year Of The Snake.",Rust,XXS/M/L/XL/XXL/XXXL,"Zip and press-stud closure|Drawcord hood, hem and waist|Press-stud flap pockets, sleeve zip pocket|Press-stud cuffs|Comes with a garment bag"
135,Reversible Check Hooded Jacket,80434031,Outerwear,1650,"Outer: 100% polyester, Reverse: 100% polyester","A Reversible Hooded Jacket In Taffeta, Switching From A Solid Colour To The Burberry Check. The Style Is Cut To A Regular Fit And Features An Appliquéd Logo.",Black,XXS/M/L/XL/XXL/XXXL,"Press-stud closure|Drawcord hood and hem|Side press-stud welt pockets; reverse zip pockets|Elasticated press-stud cuffs|Silicone patch with raised Burberry lettering at chest|Regular fit. Fits true to size, take your normal size."
136,Long Gabardine Car Coat,80957681,Outerwear,2350,"Outer: 100% cotton*, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% cotton, all of which is organically grown","A Car Coat Made In England From Shower-Resistant Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. The Design Is Cut To A Regular Fit With Set-In Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Flax/Lichen/Black,34/36/38/40/42/44/46,Single-breasted button closure|Side welt pockets|Button-tab cuffs|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
137,Reversible Check Nylon Puffer Jacket,80331151,Outerwear,2050,"Outer: 100% polyamide, Reverse: 100% polyester; 100% polyamide, Filling: 80% duck down, 20% duck feathers","A Hooded Puffer Jacket In Nylon, Filled With Duck Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour With An Appliquéd Logo. The Funnel-Neck Style Is Cut To A Regular Fit.",Archive beige/black,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Detachable drawcord hood|Chest press-stud flap pocket, side zip pockets|Drawcord hem|Velcro-tab cuffs|Silicone patch with raised Burberry lettering at chest|Regular fit. Fits true to size, take your normal size."
138,Nylon Puffer Coat,80438451,Outerwear,2050,"Outer: 100% polyamide, Trims: 87% polyester, 13% cotton; 86% cotton, 13% polyamide, 1% elastane, Lining: 100% polyester, Collar lining: 50% cashmere, 50% wool, Filling: 80% goose down, 20% polyester","A Hooded Puffer Coat In Nylon, Filled With Goose Down And Insulating Fibres. The Funnel-Neck Style Is Lined At The Collar In Burberry Check Wool Cashmere. Cut To A Relaxed Fit With A Drawcord Waist To Adjust The Shape.",Black/Charcoal grey,XXS/M/L/XL/XXL/XXXL,"Zip and press-stud closure|Drawcord hood|Chest press-stud welt pockets, side press-stud flap pockets|Drawcord waist and hem|Storm cuffs|Silicone patch with raised Burberry lettering at sleeve|Relaxed fit: a looser cut than our regular fit."
139,Leather Puffer Jacket,80990551,Outerwear,8500,"Outer: 100% lambskin, Lining: 100% polyester, Filling: 90% goose down, 10% goose feathers, Wadding: 100% polyester fibres","A Boxy Puffer Jacket Made In Italy From Smooth Nappa Leather, Filled With Goose Down And Feathers. The Funnel-Neck Design Is Cut To A Regular Fit And With B Buckle Straps At The Collar.",Heath,XS/M/L/XL/XXL/XXXL,Two-way zip closure|B buckle straps at collar|Side zip pockets|Elasticated hem and cuffs
140,Soho Heritage Harrington Jacket,80582771,Outerwear,1890,"Outer: 100% cotton*, Trims: 89% wool, 9% polyamide, 2% elastane; 100% calf leather, Lining: 100% cotton, Sleeve lining: 100% viscose, Filling: 100% polyester","A Harrington Jacket Made In England From Shower-Resistant Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Soho Is Cut To A Relaxed Fit.",Black/Honey,34/36/38/40/42/44/46/48,Two-way zip closure|Side zip pockets|Burberry Check lining|Relaxed fit: a looser cut than our regular fit. Consider taking a size down.
141,Oversized Pinstriped Wool Blend Shirt,80983081,Outerwear,1650,"Outer: 88% wool, 12% polyamide, Lining: 100% cotton, Buttons: mother-of-pearl",A Shirt Made From A Pinstriped Wool Blend Woven In Italy. The Design Is Lined In Cotton And Cut To An Oversized Fit.,Black,XS/M/L/XL/XXL/XXXL,Button closure|Point collar|Chest patch pocket|Single-button cuffs|Curved hem
142,Puffer Jacket,81049181,Outerwear,1950,"Outer: 100% polyester, Lining: 100% polyamide","A Midweight Puffer Jacket Filled With Goose Down And Feathers. The Style Is Cut To A Relaxed Fit And Appliquéd With An Enamelled B Shield, A Motif Inspired By The Equestrian Knight Design.",Black,XXS/M/L/XL/XXL/XXXL,Zip and press-stud closure|Drawcord hood and hem|Front press-stud flap pockets|Elasticated cuffs|Appliquéd B shield at chest|Relaxed fit: a looser cut than our regular fit.
143,Wool Duffle Coat,81034511,Outerwear,3250,"Outer: 100% wool, Lining: 100% cupro, Sleeve lining: 100% viscose, Pocket lining: 65% polyester, 35% cotton, Buttons: buffalo horn","A Duffle Coat Made From Italian-Woven Wool, Cut To A Regular Fit. The Hooded Style Is Partially Lined And Closes With Toggles In The Shape Of Our B Shield, A Motif Inspired By The Equestrian Knight Design.",Black,32/34/36/38/40/42/44/46/48/50,Single-breasted button and toggle closure|Throat latch|Side flap patch pockets|Button-tab cuffs|Back vent|Comes with a garment bag
144,Detachable Sleeve Nylon Puffer Jacket,80999421,Outerwear,1790,"Outer: 100% polyamide, Trim: 88% cotton, 11% polyamide, 1% elastane, Lining: 100% polyamide, Hood and collar lining: 100% wool, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon Filled With Goose Down And Insulating Fibres, Appliquéd With Our B Shield Motif. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit And Features A Burberry Check Wool Lining At The Detachable Hood And Collar. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/snug/Black/charcoal/Navy/charcoal/Flax,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Detachable drawcord hood|Detachable sleeves|Side zip pockets|Drawcord hem|Storm cuffs|Burberry Check lining at hood and collar|Appliquéd B shield at sleeve|Relaxed fit: a looser cut than our regular fit.
145,Nylon Puffer Coat,80963851,Outerwear,2050,"Outer: 100% polyamide, Trims: 83% polyester, 17% cotton; 83% cotton, 15% polyamide, 2% elastane, Lining: 100% polyester, Collar lining: 50% cashmere, 50% wool","A Hooded Puffer Coat In Nylon, Filled With Goose Down And Feathers. The Funnel-Neck Style Is Lined At The Collar In Burberry Check Wool Cashmere. Cut To A Relaxed Fit With A Drawcord Waist To Adjust The Shape.",Charcoal grey,XXXS/M/L/XL/XXL/XXXL,"Zip and press-stud closure|Drawcord hood|Chest press-stud welt pockets, side press-stud flap pockets|Drawcord waist and hem|Storm cuffs|Silicone patch with raised Burberry lettering at sleeve|Burberry Check lining at collar|Relaxed fit: a looser cut than our regular fit. Consider taking a size down."
